aggregate_category,attribute_category,expression,english_translation,notes
Workplace Attributes,Good Colleagues,driftige medarbeidarar,enterprising employees,
Workplace Attributes,Good Colleagues,sterkt fagleg,strongly professional,
Workplace Attributes,Good Colleagues,fagleg sterkt,professionally strong,
Workplace Attributes,Good Colleagues,arbeidsame medarbeidarar,hard-working employees,
Workplace Attributes,Good Colleagues,entusiastiske kolleger,enthusiastic colleagues,
Workplace Attributes,Good Colleagues,kundeorienterte medarbeidarar,customer-oriented employees,
Workplace Attributes,Good Colleagues,offensive medarbeidarar,offensive employees,
Workplace Attributes,Good Colleagues,kunnskapsrike kollegaer,knowledgeable colleagues,
Workplace Attributes,Good Colleagues,dyktige kolleger,talented colleagues,
Workplace Attributes,Good Colleagues,sterkt faglig,strongly professional,
Workplace Attributes,Good Colleagues,fremoverlente kollegaer,forward-leaning colleagues,
Workplace Attributes,Good Colleagues,kompetente kollegaer,competent colleagues,
Workplace Attributes,Good Colleagues,faglig fellesskap,professional community,
Workplace Attributes,Good Colleagues,utviklingsorienterte kolleger,development-oriented colleagues,
Workplace Attributes,Good Colleagues,ivrige medarbeidarar,enthusiastic employees,
Workplace Attributes,Good Colleagues,sterke kolleger,strong colleagues,
Workplace Attributes,Good Colleagues,innsatsvillige medarbeidere,committed employees,
Workplace Attributes,Good Colleagues,serviceorienterte medarbeidarar,service-oriented employees,
Workplace Attributes,Good Colleagues,erfarne kollegaer,experienced colleagues,
Workplace Attributes,Good Colleagues,høgkompetente medarbeidarar,highly competent employees,
Workplace Attributes,Good Colleagues,kunnskapsrike kolleger,knowledgeable colleagues,
Workplace Attributes,Good Colleagues,dedikerte kolleger,dedicated colleagues,
Workplace Attributes,Good Colleagues,kunnskapsrike medarbeidere,knowledgeable employees,
Workplace Attributes,Good Colleagues,serviceinnstillte medarbeidere,service minded employees,
Workplace Attributes,Good Colleagues,hyggjelege kollegaer,pleasant colleagues,
Workplace Attributes,Good Colleagues,kreative kolleger,creative colleagues,
Workplace Attributes,Good Colleagues,kompetente kolleger,competent colleagues,
Workplace Attributes,Good Colleagues,dyktige medarbeidere,skilled employees,
Workplace Attributes,Good Colleagues,løsningsorienterte kolleger,solution-oriented colleagues,
Workplace Attributes,Good Colleagues,humørfylte kolleger,moody colleagues,
Workplace Attributes,Good Colleagues,positive kolleger,positive colleagues,
Workplace Attributes,Good Colleagues,målretta medarbeidarar,targeted employees,
Workplace Attributes,Good Colleagues,samarbeidsorienterte medarbeidarar,cooperation-oriented employees,
Workplace Attributes,Good Colleagues,innsatsvillige medarbeidarar,committed employees,
Workplace Attributes,Good Colleagues,profesjonelle medarbeidere,professional staff,
Workplace Attributes,Good Colleagues,handlekraftige medarbeidarar,energetic employees,
Workplace Attributes,Good Colleagues,flinke kolleger,good colleagues,
Workplace Attributes,Good Colleagues,positive kollegaer,positive colleagues,
Workplace Attributes,Good Colleagues,kjekke medarbeidere,handsome employees,
Workplace Attributes,Good Colleagues,vennlege kollegaer,friendly colleagues,
Workplace Attributes,Good Colleagues,sparringspartnere,sparring partners,
Workplace Attributes,Good Colleagues,sparringspartnarar,sparring partners,
Workplace Attributes,Good Colleagues,fagleg fellesskap,professional community,
Workplace Attributes,Good Colleagues,fagkunnskap,professional knowledge,
Workplace Attributes,Good Colleagues,driftige medarbeidere,enterprising employees,
Workplace Attributes,Good Colleagues,løysingsorienterte kollegaer,solution-oriented colleagues,
Workplace Attributes,Good Colleagues,rause medarbeidere,generous employees,
Workplace Attributes,Good Colleagues,fremoverlente medarbeidere,forward-leaning employees,
Workplace Attributes,Good Colleagues,ambisiøse medarbeidarar,ambitious employees,
Workplace Attributes,Good Colleagues,motiverte kolleger,motivated colleagues,
Workplace Attributes,Good Colleagues,målbevisste medarbeidere,determined employees,
Workplace Attributes,Good Colleagues,serviceinnstilte kolleger,service minded colleagues,
Workplace Attributes,Good Colleagues,spisskompetente medarbeidarar,highly competent employees,
Workplace Attributes,Good Colleagues,dedikerte medarbeidere,dedicated employees,
Workplace Attributes,Good Colleagues,dyktige fagfolk,skilled professionals,
Workplace Attributes,Possibility for Remote Work,jobbe heimanfrå,work from home,
Workplace Attributes,Possibility for Remote Work,arbeid heimanfrå,work from home,
Workplace Attributes,Possibility for Remote Work,jobbe hjemmefra,work from home,
Workplace Attributes,Possibility for Remote Work,heimearbeid,homework,
Workplace Attributes,Possibility for Remote Work,heimekontorløysing,home office solution,
Workplace Attributes,Possibility for Remote Work,hjemmekontor,home office,
Workplace Attributes,Possibility for Remote Work,fjernarbeid,remote work,
Workplace Attributes,Possibility for Remote Work,arbeide hjemmefra,work from home,
Workplace Attributes,Possibility for Remote Work,hjemmekontorløsning,home office solution,
Workplace Attributes,Possibility for Remote Work,heimekontor,home office,
Workplace Attributes,Possibility for Remote Work,citrix,citrix,
Workplace Attributes,Possibility for Remote Work,fjernarbeidsløsning,remote work solution,
Workplace Attributes,Possibility for Remote Work,fjernarbeidløysing,remote work solution,
Workplace Attributes,Shared Office Space,ope landskap,open landscape,
Workplace Attributes,Shared Office Space,åpent landskap,open landscape,
Workplace Attributes,Shared Office Space,kontorlandskap,office landscape,
Workplace Attributes,Inclusive Work-life Scheme,inkluderande arbeidslivsverksemd,including employment activities,
Workplace Attributes,Inclusive Work-life Scheme,tilknyttet inkluderende arbeidsliv,associated with inclusive working life,
Workplace Attributes,Inclusive Work-life Scheme,inkluderande arbeidslivs,inclusive working life,
Workplace Attributes,Inclusive Work-life Scheme,inkluderende arbeidslivsbedrift,inclusive working life company,
Workplace Attributes,Inclusive Work-life Scheme,inkluderende arbeidslivs,inclusive working life,
Workplace Attributes,Inclusive Work-life Scheme,inkluderende arbeidslivsvirksomhet,inclusive working life activities,
Workplace Attributes,Inclusive Work-life Scheme,inkluderende arbeidsbedrift,inclusive employment company,
Workplace Attributes,Inclusive Work-life Scheme,ia,Inclusive Work-life Scheme,
Workplace Attributes,Inclusive Work-life Scheme,inkluderande arbeidslivsbedrift,inclusive working life enterprise,
Workplace Attributes,Inclusive Work-life Scheme,inkluderande arbeidsbedrift,inclusive employment company,
Task-Related Attributes,Interesting Tasks,spanande,curious,
Task-Related Attributes,Interesting Tasks,spennede,excited,
Task-Related Attributes,Interesting Tasks,spennde,Exciting,
Task-Related Attributes,Interesting Tasks,spenndende,exciting,
Task-Related Attributes,Interesting Tasks,spennandes,exciting,
Task-Related Attributes,Interesting Tasks,spennnede,excited,
Task-Related Attributes,Interesting Tasks,spenende,exciting,
Task-Related Attributes,Interesting Tasks,meiningsfylte arbeidsdagar,meaningful working days,
Task-Related Attributes,Interesting Tasks,meiningsfylte,meaningful,
Task-Related Attributes,Interesting Tasks,interessante,interesting,
Task-Related Attributes,Interesting Tasks,spenennde,exciting,
Task-Related Attributes,Interesting Tasks,meningsfylte og varierte,meaningful and varied,
Task-Related Attributes,Interesting Tasks,meningsfylt,meaningful,
Task-Related Attributes,Interesting Tasks,spennedne,excited,
Task-Related Attributes,Interesting Tasks,interressante,interesting,
Task-Related Attributes,Interesting Tasks,meningsfylte og utviklende,meaningful and developing,
Task-Related Attributes,Interesting Tasks,utfordrende og meningsfylte,challenging and meaningful,
Task-Related Attributes,Interesting Tasks,meiningsfylte og utfordrande,meaningful and challenging,
Task-Related Attributes,Interesting Tasks,utfordrande og meiningsfylte,challenging and meaningful,
Task-Related Attributes,Interesting Tasks,meiningsfylte og varierte,meaningful and varied,
Task-Related Attributes,Interesting Tasks,interessant,interesting,
Task-Related Attributes,Interesting Tasks,meningsfylte og utfordrende,meaningful and challenging,
Task-Related Attributes,Interesting Tasks,meiningsfylte og utviklande,meaningful and developing,
Task-Related Attributes,Interesting Tasks,utfordrende __comma__ meningsfylte,challenging __comma__ meaningful,
Task-Related Attributes,Interesting Tasks,spennendes,exciting,
Task-Related Attributes,Interesting Tasks,spennenende,exciting,
Task-Related Attributes,Interesting Tasks,spennande,exciting,
Task-Related Attributes,Interesting Tasks,meiningsfylt,meaningful,
Task-Related Attributes,Interesting Tasks,spennene,the buckles,
Task-Related Attributes,Interesting Tasks,kjempespennende,very exciting,
Task-Related Attributes,Interesting Tasks,spenneinande,exciting,
Task-Related Attributes,Interesting Tasks,utfordrande __comma__ meiningsfylte,challenging __comma__ meaningful,
Task-Related Attributes,Interesting Tasks,varierte og meningsfylte,varied and meaningful,
Task-Related Attributes,Interesting Tasks,spennenede,tensed,
Task-Related Attributes,Interesting Tasks,meningsfylte arbeidsdager,meaningful working days,
Task-Related Attributes,Interesting Tasks,spendende,entertaining,
Task-Related Attributes,Interesting Tasks,meiningsfulle,meaningful,
Task-Related Attributes,Interesting Tasks,spennnende,exciting,
Task-Related Attributes,Interesting Tasks,kjempespennande,very exciting,
Task-Related Attributes,Interesting Tasks,varierte og meiningsfylte,varied and meaningful,
Task-Related Attributes,Interesting Tasks,interssante,interesting,
Task-Related Attributes,Interesting Tasks,spennende,exciting,
Task-Related Attributes,Challenging Tasks,ufordringer,challenges,
Task-Related Attributes,Challenging Tasks,utfordrende,challenging,
Task-Related Attributes,Challenging Tasks,utforende,executing,
Task-Related Attributes,Challenging Tasks,utfordrande,challenging,
Task-Related Attributes,Challenging Tasks,utfordrerne,the challengers,
Task-Related Attributes,Challenging Tasks,utfôrande,lining up,
Task-Related Attributes,Challenging Tasks,ufordrende,undemanding,
Task-Related Attributes,Challenging Tasks,utfordrene,the challengers,
Task-Related Attributes,Challenging Tasks,utfordinger,challenges,
Task-Related Attributes,Challenging Tasks,utfordrarane,the challengers,
Task-Related Attributes,Challenging Tasks,utfordringar,challenges,
Task-Related Attributes,Challenging Tasks,utfordringer,challenges,
Task-Related Attributes,Challenging Tasks,krevende,demanding,
Task-Related Attributes,Challenging Tasks,krevjande,demanding,
Task-Related Attributes,Challenging Tasks,utfordende,challenging,
Task-Related Attributes,Variation in Tasks,varierte og spennande,varied and exciting,
Task-Related Attributes,Variation in Tasks,uføreseieleg kvardag,unpredictable weekdays,
Task-Related Attributes,Variation in Tasks,variert oppgåver,varied tasks,
Task-Related Attributes,Variation in Tasks,krevjande og varierte,demanding and varied,
Task-Related Attributes,Variation in Tasks,varierte oppgaver,varied tasks,
Task-Related Attributes,Variation in Tasks,varierte kontoroppgaver,varied office tasks,
Task-Related Attributes,Variation in Tasks,variabelt arbeid,variable work,
Task-Related Attributes,Variation in Tasks,varierte problemstillinger,varied issues,
Task-Related Attributes,Variation in Tasks,varierte og spennede,varied and exciting,
Task-Related Attributes,Variation in Tasks,varierte sykepleieroppgaver,varied nursing duties,
Task-Related Attributes,Variation in Tasks,varierte __comma__ spennande,varied __comma__ exciting,
Task-Related Attributes,Variation in Tasks,varierende oppgaver,varying tasks,
Task-Related Attributes,Variation in Tasks,variert arbeidshverdag,varied working life,
Task-Related Attributes,Variation in Tasks,varierte sjukepleiaroppgåver,varied nursing tasks,
Task-Related Attributes,Variation in Tasks,varierte og krevjande,varied and demanding,
Task-Related Attributes,Variation in Tasks,varierte bibliotekfaglige oppgaver,varied library tasks,
Task-Related Attributes,Variation in Tasks,varierande og spennande,varied and exciting,
Task-Related Attributes,Variation in Tasks,arbeidsoppgåver varierte,work tasks varied,
Task-Related Attributes,Variation in Tasks,variert arbeid,varied work,
Task-Related Attributes,Variation in Tasks,varierte sykepleiefaglige oppgaver,varied nursing tasks,
Task-Related Attributes,Variation in Tasks,varierte arbeidsområde,varied work area,
Task-Related Attributes,Variation in Tasks,varierande kvardag,varying weekdays,
Task-Related Attributes,Variation in Tasks,varierte problemstillingar,varied issues,
Task-Related Attributes,Variation in Tasks,spennande og varierte,exciting and varied,
Task-Related Attributes,Variation in Tasks,variert oppgaver,varied tasks,
Task-Related Attributes,Variation in Tasks,varierte serviceoppgaver,varied service tasks,
Task-Related Attributes,Variation in Tasks,varierte administrative oppgaver,varied administrative tasks,
Task-Related Attributes,Variation in Tasks,varierte kliniske oppgåver,varied clinical tasks,
Task-Related Attributes,Variation in Tasks,varierte arbeids oppgåver,varied work tasks,
Task-Related Attributes,Variation in Tasks,variert arbeidsplass,varied workplace,
Task-Related Attributes,Variation in Tasks,varierande arbeid,varied work,
Task-Related Attributes,Variation in Tasks,spennende og varierende,exciting and varied,
Task-Related Attributes,Variation in Tasks,varierte leiaroppgåver,varied management tasks,
Task-Related Attributes,Variation in Tasks,allsidig arbeid,versatile work,
Task-Related Attributes,Variation in Tasks,variert hverdag,varied everyday life,
Task-Related Attributes,Variation in Tasks,varierte arbeidoppgaver,varied work tasks,
Task-Related Attributes,Variation in Tasks,spennende og varierte,exciting and varied,
Task-Related Attributes,Variation in Tasks,varierende og spennende,varied and exciting,
Task-Related Attributes,Variation in Tasks,allsidige oppgaver,versatile tasks,
Task-Related Attributes,Variation in Tasks,varierte rekneskapsoppgåver,varied accounting tasks,
Task-Related Attributes,Variation in Tasks,allsidige og spennende,versatile and exciting,
Task-Related Attributes,Variation in Tasks,varierte regnskapsoppgaver,varied accounting tasks,
Task-Related Attributes,Variation in Tasks,varierte og spennende,varied and exciting,
Task-Related Attributes,Variation in Tasks,varierte arbeidsområder,varied work areas,
Task-Related Attributes,Variation in Tasks,varierte arbeidsoppgåver,varied work tasks,
Task-Related Attributes,Variation in Tasks,varierende arbeid,varying work,
Task-Related Attributes,Variation in Tasks,varierte bibliotekfaglege oppgåver,varied library tasks,
Task-Related Attributes,Variation in Tasks,varierte administrative oppgåver,varied administrative tasks,
Task-Related Attributes,Variation in Tasks,varierte lederoppgaver,varied management tasks,
Task-Related Attributes,Variation in Tasks,variert arbeidsdag,varied working day,
Task-Related Attributes,Variation in Tasks,varierte arbeids oppgaver,varied tasks,
Task-Related Attributes,Variation in Tasks,spennande og varierande,exciting and varied,
Task-Related Attributes,Variation in Tasks,variable oppgåver,variable tasks,
Task-Related Attributes,Variation in Tasks,variert arbeidskvardag,varied working day,
Task-Related Attributes,Variation in Tasks,allsidig kvardag,versatile weekday,
Task-Related Attributes,Variation in Tasks,varierte arbeidsoppgaver,varied tasks,
Task-Related Attributes,Variation in Tasks,spennande __comma__ varierte,exciting __comma__ varied,
Task-Related Attributes,Variation in Tasks,spennande og allsidige,exciting and versatile,
Task-Related Attributes,Variation in Tasks,varierte oppgåver,varied tasks,
Task-Related Attributes,Variation in Tasks,variert kvardag,varied weekdays,
Task-Related Attributes,Variation in Tasks,uforutsigbar hverdag,unpredictable everyday life,
Task-Related Attributes,Variation in Tasks,varierende hverdag,varying everyday life,
Task-Related Attributes,Variation in Tasks,allsidig hverdag,versatile everyday life,
Task-Related Attributes,Variation in Tasks,allsidige og spennande,versatile and exciting,
Task-Related Attributes,Variation in Tasks,varierte kliniske oppgaver,varied clinical tasks,
Task-Related Attributes,Variation in Tasks,varierte kontoroppgåver,varied office tasks,
Task-Related Attributes,Variation in Tasks,varierte sjukepleiefaglege oppgåver,varied nursing tasks,
Task-Related Attributes,Variation in Tasks,variable oppgaver,variable tasks,
Task-Related Attributes,Variation in Tasks,spennende og allsidige,exciting and versatile,
Task-Related Attributes,Variation in Tasks,variert arbeidssituasjon,varied work situation,
Task-Related Attributes,Variation in Tasks,arbeidsoppgaver varierte,work tasks varied,
Task-Related Attributes,Variation in Tasks,varierte serviceoppgåver,varied service tasks,
Task-Related Attributes,Variation in Tasks,varierande oppgåver,various tasks,
Task-Related Attributes,Variation in Tasks,spennede og varierte,tense and varied,
Task-Related Attributes,Variation in Tasks,allsidige oppgåver,versatile tasks,
Task-Related Attributes,Responsibility in Job,lederansvaret,management responsibility,
Task-Related Attributes,Responsibility in Job,totalansvar,total responsibility,
Task-Related Attributes,Responsibility in Job,prosjektlederansvar,project manager responsibility,
Task-Related Attributes,Responsibility in Job,leiaransvaret,leadership responsibility,
Task-Related Attributes,Responsibility in Job,heilskapsansvar,health responsibility,
Task-Related Attributes,Responsibility in Job,mye eget ansvar,a lot of personal responsibility,
Task-Related Attributes,Responsibility in Job,utstrakt ansvar,extensive responsibility,
Task-Related Attributes,Responsibility in Job,ledelsesansvar,management responsibility,
Task-Related Attributes,Responsibility in Job,prosjektleiaransvar,project manager responsibility,
Task-Related Attributes,Responsibility in Job,ansvarsfull jobb,responsible job,
Task-Related Attributes,Responsibility in Job,helhetsansvaret,overall responsibility,
Task-Related Attributes,Responsibility in Job,leiaransvar,management responsibility,
Task-Related Attributes,Responsibility in Job,helhetsansvar,overall responsibility,
Task-Related Attributes,Responsibility in Job,leiingsansvar,rental liability,
Task-Related Attributes,Responsibility in Job,lederansvar,management responsibility,
Task-Related Attributes,Responsibility in Job,mye ansvar,a lot of responsibility,
Task-Related Attributes,Responsibility in Job,heilskapsansvaret,health responsibility,
Task-Related Attributes,Responsibility in Job,mykje ansvar,a lot of responsibility,
Task-Related Attributes,Responsibility in Job,utstrekt ansvar,extensive responsibility,
Task-Related Attributes,Responsibility in Job,mykje eige ansvar,a lot of personal responsibility,
Task-Related Attributes,Responsibility in Job,totalansvaret,total responsibility,
Task-Related Attributes,Independence in Performing Tasks,påverke arbeidsdagen,affect the working day,
Task-Related Attributes,Independence in Performing Tasks,medverknad på eigen,participation on one's own,
Task-Related Attributes,Independence in Performing Tasks,påverke din eigen,affect your own,
Task-Related Attributes,Independence in Performing Tasks,påverknadskraft på eigen,influence on one's own,
Task-Related Attributes,Independence in Performing Tasks,påvirkningskraft på egen,influence on one's own,
Task-Related Attributes,Independence in Performing Tasks,påverke arbeidskvardagen din,affect your working day,
Task-Related Attributes,Independence in Performing Tasks,påverknadsmoglegheiter på eigen,possibilities of influence on the own,
Task-Related Attributes,Independence in Performing Tasks,påverknad på eigen,impact on own,
Task-Related Attributes,Independence in Performing Tasks,styre eigen,own control,
Task-Related Attributes,Independence in Performing Tasks,medråderett,right of co-director,
Task-Related Attributes,Independence in Performing Tasks,medinnverknad,co-influence,
Task-Related Attributes,Independence in Performing Tasks,egen arbeidssituasjon,own work situation,
Task-Related Attributes,Independence in Performing Tasks,medvirkning på egen,participation on one's own,
Task-Related Attributes,Independence in Performing Tasks,utforme egen,design your own,
Task-Related Attributes,Independence in Performing Tasks,påvirke din egen,affect your own,
Task-Related Attributes,Independence in Performing Tasks,egen jobbhverdag,own work day,
Task-Related Attributes,Independence in Performing Tasks,innflytelse på eigen,influence on one's own,
Task-Related Attributes,Independence in Performing Tasks,innvirkning på egen,impact on own,
Task-Related Attributes,Independence in Performing Tasks,påvirkningsmuligheter på egen,influencing opportunities on their own,
Task-Related Attributes,Independence in Performing Tasks,påverke eigen,affect one's own,
Task-Related Attributes,Independence in Performing Tasks,styre egen,manage yourself,
Task-Related Attributes,Independence in Performing Tasks,innflytelse på egen,influence on own,
Task-Related Attributes,Independence in Performing Tasks,påverke kvardagen,affect the weekday,
Task-Related Attributes,Independence in Performing Tasks,påvirkning på egen,impact on own,
Task-Related Attributes,Independence in Performing Tasks,eigen jobbkvardag,own working day,
Task-Related Attributes,Independence in Performing Tasks,forme eigen,form own,
Task-Related Attributes,Independence in Performing Tasks,eigen arbeidsdag,own working day,
Task-Related Attributes,Independence in Performing Tasks,forme egen,shape your own,
Task-Related Attributes,Independence in Performing Tasks,styre arbeidsdagen,manage the working day,
Task-Related Attributes,Independence in Performing Tasks,påvirke arbeidsdagen,affect the working day,
Task-Related Attributes,Independence in Performing Tasks,eigen arbeidskvardag,own working day,
Task-Related Attributes,Independence in Performing Tasks,egen arbeidshverdag,own working day,
Task-Related Attributes,Independence in Performing Tasks,innverknad på eigen,impact on own,
Task-Related Attributes,Independence in Performing Tasks,påvirke hverdagen,affect everyday life,
Task-Related Attributes,Independence in Performing Tasks,eigen kvardag,own weekday,
Task-Related Attributes,Independence in Performing Tasks,påvirkningsmulighet på egen,possibility of influence on one's own,
Task-Related Attributes,Independence in Performing Tasks,forme ut eigen,shape your own,
Task-Related Attributes,Independence in Performing Tasks,egen hverdag,own everyday life,
Task-Related Attributes,Independence in Performing Tasks,eigen arbeidssituasjon,own work situation,
Task-Related Attributes,Independence in Performing Tasks,påvirke din arbeidshverdag,affect your everyday working life,
Task-Related Attributes,Independence in Performing Tasks,egen arbeidsdag,own working day,
Task-Related Attributes,Independence in Performing Tasks,medbestemmelse,co-determination,
Task-Related Attributes,Independence in Performing Tasks,påvirke egen,affect own,
Task-Related Attributes,Independence in Performing Tasks,medinnflytelse,co-influence,
Task-Related Attributes,Independence in Performing Tasks,påverknadsmoglegheit på eigen,possibility of influence on one's own,
Task-Related Attributes,Involves Leadership Responsibility,seljarleiar,sales manager,
Task-Related Attributes,Involves Leadership Responsibility,ledertype,leadership type,
Task-Related Attributes,Involves Leadership Responsibility,søker driftsansvarlig,looking for operations manager,
Task-Related Attributes,Involves Leadership Responsibility,leiarutdanning,management training,
Task-Related Attributes,Involves Leadership Responsibility,søker teamleder,looking for a team leader,
Task-Related Attributes,Involves Leadership Responsibility,søkjar arbeidsleiar,looking for employers,
Task-Related Attributes,Involves Leadership Responsibility,leiarrolle,leadership role,
Task-Related Attributes,Involves Leadership Responsibility,søker nå leder,now looking for a manager,
Task-Related Attributes,Involves Leadership Responsibility,leiartype,leader type,
Task-Related Attributes,Involves Leadership Responsibility,lederfaring,management experience,
Task-Related Attributes,Involves Leadership Responsibility,skolelederutdanning,school management training,
Task-Related Attributes,Involves Leadership Responsibility,søkjar no leiar,currently looking for a manager,
Task-Related Attributes,Involves Leadership Responsibility,søker avdelingsleder,looking for a department manager,
Task-Related Attributes,Involves Leadership Responsibility,leiaransvaret,leadership responsibility,
Task-Related Attributes,Involves Leadership Responsibility,søker daglig leder,looking for general manager,
Task-Related Attributes,Involves Leadership Responsibility,prosjektledererfaring,project management experience,
Task-Related Attributes,Involves Leadership Responsibility,kommunikasjonsdirektør,communications director,
Task-Related Attributes,Involves Leadership Responsibility,søker salgssjef,looking for a sales manager,
Task-Related Attributes,Involves Leadership Responsibility,søkjar avdelingsdirektør,looking for department director,
Task-Related Attributes,Involves Leadership Responsibility,søkjar einingsleiar,looking for unit owner,
Task-Related Attributes,Involves Leadership Responsibility,ledelsesansvar,management responsibility,
Task-Related Attributes,Involves Leadership Responsibility,søkjar teamleiar,looking for a team leader,
Task-Related Attributes,Involves Leadership Responsibility,søkjar seksjonsleiar,looking for a section manager,
Task-Related Attributes,Involves Leadership Responsibility,søkjar dagleg leiar,looking for a daily manager,
Task-Related Attributes,Involves Leadership Responsibility,prosjektleiarerfaring,project manager experience,
Task-Related Attributes,Involves Leadership Responsibility,søker driftssjef,looking for operations manager,
Task-Related Attributes,Involves Leadership Responsibility,kommunikasjonssjef,communications manager,
Task-Related Attributes,Involves Leadership Responsibility,leiingsutdanning,rental education,
Task-Related Attributes,Involves Leadership Responsibility,prosjektlederkompetanse,project management skills,
Task-Related Attributes,Involves Leadership Responsibility,personalleiing,personnel management,
Task-Related Attributes,Involves Leadership Responsibility,søker serviceleder,looking for a service manager,
Task-Related Attributes,Involves Leadership Responsibility,lederrolle,leadership role,
Task-Related Attributes,Involves Leadership Responsibility,prosjektleiarkompetanse,project manager competence,
Task-Related Attributes,Involves Leadership Responsibility,søker direktør,looking for director,
Task-Related Attributes,Involves Leadership Responsibility,lagerleder,warehouse manager,
Task-Related Attributes,Involves Leadership Responsibility,teamledererfaring,team leadership experience,
Task-Related Attributes,Involves Leadership Responsibility,teamleiing,team management,
Task-Related Attributes,Involves Leadership Responsibility,søker enhetsleder,looking for unit manager,
Task-Related Attributes,Involves Leadership Responsibility,søkjar driftssjef,looking for operations manager,
Task-Related Attributes,Involves Leadership Responsibility,teamleiarerfaring,team leader experience,
Task-Related Attributes,Involves Leadership Responsibility,lederfunksjon,leadership function,
Task-Related Attributes,Involves Leadership Responsibility,søker seksjonsleder,looking for section manager,
Task-Related Attributes,Involves Leadership Responsibility,selgerleder,sales manager,
Task-Related Attributes,Involves Leadership Responsibility,lederkompetanse,leadership skills,
Task-Related Attributes,Involves Leadership Responsibility,leiaransvar,management responsibility,
Task-Related Attributes,Involves Leadership Responsibility,søkjar salssjef,looking for room manager,
Task-Related Attributes,Involves Leadership Responsibility,teamledelse,team management,
Task-Related Attributes,Involves Leadership Responsibility,leiarkompetanse,leadership skills,
Task-Related Attributes,Involves Leadership Responsibility,søker driftsleder,looking for operations manager,
Task-Related Attributes,Involves Leadership Responsibility,leiarfunksjon,leadership function,
Task-Related Attributes,Involves Leadership Responsibility,søkjar leiar,looking for manager,
Task-Related Attributes,Involves Leadership Responsibility,leiareigenskapar,rental properties,
Task-Related Attributes,Involves Leadership Responsibility,leiarerfaring,leadership experience,
Task-Related Attributes,Involves Leadership Responsibility,leiingserfaring,rental experience,
Task-Related Attributes,Involves Leadership Responsibility,søkjar driftsansvarleg,looking for operations manager,
Task-Related Attributes,Involves Leadership Responsibility,søkjar salsleiar,looking for hall tenants,
Task-Related Attributes,Involves Leadership Responsibility,skuleleiarutdanning,school principal training,
Task-Related Attributes,Involves Leadership Responsibility,søkjar serviceleiar,looking for service manager,
Task-Related Attributes,Involves Leadership Responsibility,ledererfaring,managerial experience,
Task-Related Attributes,Involves Leadership Responsibility,søkjar direktør,looking for a director,
Task-Related Attributes,Involves Leadership Responsibility,kjøkkensjef,head chef,
Task-Related Attributes,Involves Leadership Responsibility,ledelsesutdanning,management education,
Task-Related Attributes,Involves Leadership Responsibility,søker prosjektleder,looking for a project manager,
Task-Related Attributes,Involves Leadership Responsibility,lederegenskaper,leadership skills,
Task-Related Attributes,Involves Leadership Responsibility,søker salgsleder,looking for sales manager,
Task-Related Attributes,Involves Leadership Responsibility,lederutdannelse,management training,
Task-Related Attributes,Involves Leadership Responsibility,søker arbeidsleder,looking for supervisor,
Task-Related Attributes,Involves Leadership Responsibility,søker leder,looking for manager,
Task-Related Attributes,Involves Leadership Responsibility,søker avdelingsdirektør,looking for department director,
Task-Related Attributes,Involves Leadership Responsibility,søkjar prosjektleiar,looking for a project manager,
Task-Related Attributes,Involves Leadership Responsibility,søkjar avdelingsleiar,looking for a department manager,
Task-Related Attributes,Involves Leadership Responsibility,ledelseserfaring,management experience,
Task-Related Attributes,Involves Leadership Responsibility,leiing,rental,
Task-Related Attributes,Involves Leadership Responsibility,lederutdanning,management training,
Task-Related Attributes,Involves Leadership Responsibility,ledelse,management,
Task-Related Attributes,Involves Leadership Responsibility,lagerleiar,warehouse manager,
Task-Related Attributes,Involves Leadership Responsibility,leiingsansvar,rental liability,
Task-Related Attributes,Involves Leadership Responsibility,personalledelse,personnel management,
Task-Related Attributes,Involves Leadership Responsibility,lederansvaret,management responsibility,
Task-Related Attributes,Involves Leadership Responsibility,lederansvar,management responsibility,
Task-Related Attributes,Involves Leadership Responsibility,søkjar driftsleiar,looking for operations manager,
Task-Related Attributes,Work Involves Travelling,dagsreiser,day trips,
Task-Related Attributes,Work Involves Travelling,reisedagar,travel days,
Task-Related Attributes,Work Involves Travelling,overnattingsdøgn,overnight stay,
Task-Related Attributes,Work Involves Travelling,reisefot,travel foot,
Task-Related Attributes,Work Involves Travelling,reisejobb,travel job,
Task-Related Attributes,Work Involves Travelling,reisedager,travel days,
Task-Related Attributes,Work Involves Travelling,helgeturar,weekend trips,
Task-Related Attributes,Work Involves Travelling,utenlands,overseas,
Task-Related Attributes,Work Involves Travelling,reisedøgn,travel day,
Task-Related Attributes,Work Involves Travelling,helgeturer,weekend trips,
Task-Related Attributes,Work Involves Travelling,reise,travel,
Task-Related Attributes,Work Involves Travelling,jobbreiser,work trips,
Task-Related Attributes,Work Involves Travelling,reiseoppdrag,travel assignment,
Task-Related Attributes,Work Involves Travelling,reiseaktivitet,travel activity,
Task-Related Attributes,Work Involves Travelling,reisevirksomhet,travel business,
Task-Related Attributes,Work Involves Travelling,arbeidsreiser,work trips,
Task-Related Attributes,Work Involves Travelling,utanlands,abroad,
Task-Related Attributes,Work Involves Travelling,reising,travel,
Task-Related Attributes,Work Involves Travelling,reiseverksemd,travel business,
